Stat,X-cord(m),Y-cord(m),Period(s),R(Zxx),I(Zxx),R(Zxy),I(Zxy),R(Zyx),I(Zyx),R(Zyy),I(Zyy)
154,9375,9375,0.1,0.01487,0.00761,12040,-7502,-12040,7500,-0.01208,-0.009242
154,9375,9375,0.3162,0.01317,0.003377,4758,-5586,-4758,5586,-0.01329,-0.003571
154,9375,9375,1,0.01554,0.01669,2432,-2716,-2432,2716,-0.01505,-0.0163
154,9375,9375,3.162,0.02269,0.03903,1367,-1457,-1366,1457,-0.02249,-0.03831
154,9375,9375,10,0.03366,0.09994,768.1,-796.4,-768,796.5,-0.03277,-0.09766
154,9375,9375,31.62,0.245,0.1267,432.2,-440.3,-431.7,440.5,-0.2894,-0.151
154,9375,9375,100,-3.285,3.718,239.9,-238.8,-245.7,245.3,3.549,-3.646
154,9375,9375,316.2,10.65,3.978,151,-127.3,-136.1,140.9,-10.52,-4.625
154,9375,9375,1000,3.966,-6.144,98.08,-80.37,-77.59,81.02,-5.027,5.57
155,9375,15625,0.1,0.06574,0.03103,12060,-7527,-12050,7516,-0.05864,-0.0335
155,9375,15625,0.3162,0.05387,0.009214,4761,-5592,-4760,5590,-0.0524,-0.009586
155,9375,15625,1,0.06422,0.05234,2436,-2719,-2434,2718,-0.06142,-0.05088
155,9375,15625,3.162,0.09326,0.1131,1369,-1459,-1368,1458,-0.09053,-0.1097
155,9375,15625,10,0.1393,0.2663,769.4,-797,-768.6,797.1,-0.1345,-0.2569
155,9375,15625,31.62,0.05396,0.1228,432.5,-440.2,-432.1,440.3,-0.1834,-0.007238
155,9375,15625,100,-0.9965,8.028,244.7,-231.4,-246.5,248.1,1.466,-8.198
155,9375,15625,316.2,14.64,2.031,161.6,-128.8,-133.9,140.4,-14.7,-2.781
155,9375,15625,1000,4.507,-8.145,101.9,-85.9,-77.57,80.27,-5.703,7.603
156,9375,21875,0.1,0.2932,0.1051,12130,-7660,-12100,7601,-0.2451,-0.1168
156,9375,21875,0.3162,0.216,0.02736,4776,-5623,-4769,5609,-0.1985,-0.02949
156,9375,21875,1,0.2679,0.1793,2454,-2736,-2445,2728,-0.2412,-0.1698
156,9375,21875,3.162,0.3812,0.364,1379,-1468,-1374,1465,-0.3519,-0.3418
156,9375,21875,10,0.5729,0.7814,776.1,-801,-772.1,800.6,-0.5432,-0.7334
156,9375,21875,31.62,-0.4736,1.828,435.9,-438.4,-435.4,441.6,0.6835,-1.208
156,9375,21875,100,6.318,12.01,261.1,-225.2,-245.2,253.1,-5.772,-12.77
156,9375,21875,316.2,19.21,-2.122,176.5,-135.6,-131.7,139,-19.57,1.312
156,9375,21875,1000,4.585,-10.74,106.3,-94.32,-78.24,79.48,-5.904,10.31
157,9375,28125,0.1,1.296,0.1949,12410,-8268,-12300,8015,-0.9193,-0.3222
157,9375,28125,0.3162,0.8389,0.1237,4853,-5757,-4817,5702,-0.6682,-0.1119
157,9375,28125,1,1.122,0.6308,2538,-2814,-2501,2782,-0.8695,-0.5529
157,9375,28125,3.162,1.548,1.243,1427,-1510,-1404,1495,-1.251,-1.073
157,9375,28125,10,2.19,2.512,806.1,-821.4,-789.3,817.7,-1.848,-2.064
157,9375,28125,31.62,3.319,8.309,462.1,-438.2,-447.6,454.4,-1.002,-7.924
157,9375,28125,100,20,11.42,298.3,-232.7,-242.1,260.6,-19.98,-13.1
157,9375,28125,316.2,23.52,-9.608,198,-153.8,-132.6,137.3,-24.25,8.911
157,9375,28125,1000,3.289,-13.95,111.4,-107.9,-81.56,79.81,-4.586,13.79
158,9375,34375,0.1,3.94,-0.492,13180,-10440,-13010,9771,-2.846,-0.3276
158,9375,34375,0.3162,3.357,1.036,5220,-6224,-5068,6077,-1.994,-0.6628
158,9375,34375,1,4.489,2.265,2849,-3111,-2741,3018,-2.855,-1.762
158,9375,34375,3.162,6.227,4.318,1609,-1671,-1537,1628,-4.081,-3.427
158,9375,34375,10,9.501,8.759,922.1,-900,-865.2,893.8,-5.506,-7.383
158,9375,34375,31.62,22.37,13.87,562.2,-480.1,-482.8,507.3,-19.03,-18.8
158,9375,34375,100,36.77,0.4924,370.2,-280.9,-252.8,276.2,-39.1,-2.061
158,9375,34375,316.2,23.51,-21.46,228.7,-196.3,-148.5,142.3,-24.89,21.72
158,9375,34375,1000,-2.575,-16.63,116.8,-130.2,-95.65,86.61,1.746,17.28
159,9375,40625,0.1,7.411,4.457,14440,-15160,-14240,14960,-6.507,-0.3884
159,9375,40625,0.3162,8.811,3.5,6702,-7687,-6441,7430,-7.794,-3.891
159,9375,40625,1,11.95,7.048,3781,-4009,-3632,3910,-10.74,-7.2
159,9375,40625,3.162,18.42,11.45,2166,-2159,-2042,2130,-16.38,-13.63
159,9375,40625,10,33.28,13.38,1285,-1175,-1146,1189,-34.99,-26.58
159,9375,40625,31.62,44.38,0.0266,795.2,-668.2,-617.5,659.3,-63.2,-3.54
159,9375,40625,100,36.89,-22.47,491.2,-417.6,-348.6,337.6,-49.25,28.87
159,9375,40625,316.2,2.82,-33.37,266.2,-279.6,-227.1,181.4,-8.201,40.58
159,9375,40625,1000,-23.46,-12.19,124,-163.6,-154.7,122.2,24.14,17.04
160,9375,46875,0.1,-10.82,1.509,20080,-23330,-19630,22790,-18.83,-9.291
160,9375,46875,0.3162,-14.8,7.333,10900,-11950,-11060,11900,-25.57,-14.29
160,9375,46875,1,-6.852,10.46,6155,-6425,-6230,6470,-39.83,-22.11
160,9375,46875,3.162,5.304,6.33,3515,-3511,-3516,3579,-70.08,-23.13
160,9375,46875,10,10.53,-4.842,2043,-1953,-1971,1970,-80.3,25.44
160,9375,46875,31.62,-2.976,-27.39,1190,-1142,-1151,1052,-36.69,54.73
160,9375,46875,100,-33.55,-38.09,650.7,-688.7,-735.8,555.7,13.29,61.65
160,9375,46875,316.2,-73.62,-24.26,309.4,-401.6,-517.9,329.9,72.6,47.61
160,9375,46875,1000,-80.75,15.3,146.9,-209,-368.9,254.2,97.55,-5.269
161,15625,-46875,0.1,-0.103,-0.04776,12070,-7546,-12060,7525,0.1141,0.06033
161,15625,-46875,0.3162,-0.08319,-0.01126,4762,-5597,-4760,5592,0.09755,0.01373
161,15625,-46875,1,-0.09791,-0.0713,2438,-2721,-2435,2719,0.1143,0.08205
161,15625,-46875,3.162,-0.1439,-0.1482,1370,-1460,-1368,1459,0.1702,0.1657
161,15625,-46875,10,-0.2239,-0.3272,770.1,-797.6,-768.8,797.4,0.2694,0.3543
161,15625,-46875,31.62,-0.4185,-0.7727,433.9,-439.9,-432.5,441,0.5115,0.7965
161,15625,-46875,100,1.652,-3.736,245.9,-240.6,-244.4,244.9,-1.329,3.706
161,15625,-46875,316.2,-11.96,-4.871,147.8,-132.7,-139.7,140.7,11.23,4.061
161,15625,-46875,1000,-6.237,6.24,94.54,-78.86,-76.51,83.7,5.733,-5.458
162,15625,-40625,0.1,-0.02327,-0.01427,12050,-7504,-12050,7503,0.02145,0.01411
162,15625,-40625,0.3162,-0.021,-0.004708,4758,-5587,-4758,5587,0.02084,0.004946
162,15625,-40625,1,-0.02361,-0.02211,2433,-2716,-2432,2716,0.02344,0.02278
162,15625,-40625,3.162,-0.03602,-0.05033,1367,-1457,-1367,1457,0.03604,0.05162
162,15625,-40625,10,-0.05726,-0.1215,768.2,-796.5,-768.1,796.6,0.05882,0.1258
162,15625,-40625,31.62,-0.1181,-0.3489,432.3,-440.1,-432.1,440.6,0.129,0.3589
162,15625,-40625,100,2.129,-1.168,243.3,-242.6,-243.3,244.1,-1.938,1.28
162,15625,-40625,316.2,-7.658,-4.971,141.7,-132.3,-141.5,139.3,7.199,4.137
162,15625,-40625,1000,-4.76,4.109,92.36,-75.42,-77.96,84.09,4.139,-3.579
163,15625,-34375,0.1,-0.006297,-0.005059,12040,-7498,-12040,7498,0.005156,0.004707
163,15625,-34375,0.3162,-0.006335,-0.002171,4758,-5586,-4758,5586,0.006272,0.002249
163,15625,-34375,1,-0.006684,-0.008228,2432,-2715,-2432,2715,0.006672,0.008457
163,15625,-34375,3.162,-0.01077,-0.0205,1366,-1457,-1366,1457,0.01072,0.02069
163,15625,-34375,10,-0.01762,-0.05277,767.9,-796.4,-767.9,796.4,0.01841,0.05379
163,15625,-34375,31.62,-0.02763,-0.1746,432,-440.4,-432,440.5,0.03293,0.1744
163,15625,-34375,100,1.454,-0.02453,243.1,-243.9,-242.6,244.3,-1.357,0.1723
163,15625,-34375,316.2,-4.473,-3.943,137.7,-133.1,-142.1,138.1,4.255,3.126
163,15625,-34375,1000,-3.361,2.445,90.81,-73.27,-78.87,84.16,2.65,-2.154
164,15625,-28125,0.1,-0.001863,-0.002309,12040,-7497,-12040,7497,0.001193,0.001797
164,15625,-28125,0.3162,-0.002223,-0.001091,4758,-5585,-4758,5585,0.002077,0.001142
164,15625,-28125,1,-0.002034,-0.003318,2432,-2715,-2432,2715,0.002057,0.003534
164,15625,-28125,3.162,-0.003667,-0.009074,1366,-1457,-1366,1457,0.003576,0.009095
164,15625,-28125,10,-0.006273,-0.02411,767.8,-796.4,-767.9,796.4,0.006896,0.02463
164,15625,-28125,31.62,-0.00398,-0.08067,431.9,-440.5,-431.9,440.6,0.009014,0.0797
164,15625,-28125,100,0.6583,0.1751,243.4,-244.5,-242.3,244.6,-0.6231,-0.03438
164,15625,-28125,316.2,-2.048,-2.328,135.4,-133.8,-142.2,137.4,2.024,1.558
164,15625,-28125,1000,-2.032,1.048,89.92,-72.03,-79.39,84.07,1.245,-0.9742
165,15625,-21875,0.1,-0.0005147,-0.001393,12040,-7497,-12040,7497,0.0004858,0.0004759
165,15625,-21875,0.3162,-0.0008231,-0.0005409,4758,-5585,-4758,5585,0.0006235,0.0005097
165,15625,-21875,1,-0.000497,-0.0009991,2432,-2715,-2432,2715,0.0005474,0.001219
165,15625,-21875,3.162,-0.001208,-0.003269,1366,-1457,-1366,1457,0.001169,0.003252
165,15625,-21875,10,-0.002204,-0.00859,767.8,-796.4,-767.8,796.4,0.002752,0.00892
165,15625,-21875,31.62,-0.004725,-0.02183,431.9,-440.5,-431.9,440.6,0.008677,0.02087
165,15625,-21875,100,-0.03502,-0.04961,243.5,-244.8,-242.2,244.8,0.038,0.1714
165,15625,-21875,316.2,-0.03534,-0.4727,134.4,-134,-142.1,137.1,0.1545,-0.2458
165,15625,-21875,1000,-0.7615,-0.2166,89.69,-71.54,-79.64,83.92,-0.09727,0.09623
166,15625,-15625,0.1,0.000143,-0.0009525,12040,-7497,-12040,7497,0.0004641,-0.0003325
166,15625,-15625,0.3162,-0.00002761,-0.00006916,4758,-5585,-4758,5585,-0.00015,0.00004819
166,15625,-15625,1,0.0003217,0.0006409,2432,-2715,-2432,2715,-0.0002517,-0.000403
166,15625,-15625,3.162,0.0001746,0.0009907,1366,-1457,-1366,1457,-0.0002395,-0.001012
166,15625,-15625,10,0.0001655,0.003094,767.8,-796.4,-767.8,796.4,0.0003868,-0.002898
166,15625,-15625,31.62,-0.007486,0.03049,431.9,-440.5,-431.9,440.6,0.01124,-0.0314
166,15625,-15625,100,-0.7501,-0.3247,243.4,-244.9,-242.3,244.7,0.7442,0.4342
166,15625,-15625,316.2,1.899,1.364,134.7,-133.4,-141.8,137.3,-1.685,-2.049
166,15625,-15625,1000,0.4522,-1.447,90.14,-71.74,-79.7,83.73,-1.387,1.158
167,15625,-9375,0.1,0.000939,-0.0004226,12040,-7497,-12040,7497,0.0002105,-0.001084
167,15625,-9375,0.3162,0.0008728,0.0004479,4758,-5585,-4758,5585,-0.001084,-0.0004611
167,15625,-9375,1,0.001273,0.002439,2432,-2715,-2432,2715,-0.001175,-0.002166
167,15625,-9375,3.162,0.001737,0.005631,1366,-1457,-1366,1457,-0.001779,-0.005624
167,15625,-9375,10,0.002698,0.01587,767.8,-796.4,-767.8,796.4,-0.002099,-0.01569
167,15625,-9375,31.62,0.008482,0.09766,431.9,-440.5,-431.9,440.6,-0.003729,-0.09969
167,15625,-9375,100,-1.668,-0.308,242.8,-244.9,-242.6,244.4,1.679,0.4202
167,15625,-9375,316.2,4.057,2.948,136.3,-132.1,-141.4,137.7,-3.798,-3.633
167,15625,-9375,1000,1.604,-2.729,91.26,-72.64,-79.61,83.5,-2.627,2.3
168,15625,-3125,0.1,0.00301,0.0009201,12040,-7497,-12040,7497,-0.001389,-0.002546
168,15625,-3125,0.3162,0.002892,0.001204,4758,-5585,-4758,5585,-0.00307,-0.001248
168,15625,-3125,1,0.003512,0.005469,2432,-2715,-2432,2715,-0.003389,-0.005146
168,15625,-3125,3.162,0.005165,0.0131,1366,-1457,-1366,1457,-0.005145,-0.01305
168,15625,-3125,10,0.007868,0.03583,767.9,-796.4,-767.9,796.4,-0.007157,-0.03548
168,15625,-3125,31.62,0.08253,0.1756,432,-440.4,-431.9,440.6,-0.0774,-0.1849
168,15625,-3125,100,-2.802,0.4708,241.7,-244.3,-243.2,244.1,2.868,-0.3467
168,15625,-3125,316.2,6.692,4.017,139.4,-130.3,-140.7,138.4,-6.44,-4.742
168,15625,-3125,1000,2.68,-4.149,93.06,-74.33,-79.42,83.23,-3.809,3.612
169,15625,3125,0.1,0.01038,0.005213,12040,-7499,-12040,7499,-0.008206,-0.006898
169,15625,3125,0.3162,0.009438,0.002742,4758,-5586,-4758,5586,-0.009576,-0.002749
169,15625,3125,1,0.01101,0.01281,2432,-2716,-2432,2716,-0.01079,-0.01238
169,15625,3125,3.162,0.01627,0.02991,1366,-1457,-1366,1457,-0.01615,-0.02957
169,15625,3125,10,0.02434,0.07763,768,-796.4,-767.9,796.5,-0.02343,-0.07663
169,15625,3125,31.62,0.238,0.1937,432.1,-440.4,-431.9,440.6,-0.2502,-0.2168
169,15625,3125,100,-3.674,2.633,240.7,-241.9,-244.2,244.1,3.858,-2.524
169,15625,3125,316.2,9.991,4.238,144.7,-128.8,-139.7,139.2,-9.81,-5.042
169,15625,3125,1000,3.651,-5.807,95.54,-77.01,-79.19,82.89,-4.91,5.201
170,15625,9375,0.1,0.03909,0.01971,12050,-7511,-12050,7508,-0.03529,-0.0216
170,15625,9375,0.3162,0.03327,0.006634,4759,-5589,-4759,5588,-0.03291,-0.006743
170,15625,9375,1,0.03909,0.03488,2434,-2717,-2433,2717,-0.03817,-0.03405
170,15625,9375,3.162,0.05729,0.07681,1367,-1458,-1367,1458,-0.05637,-0.0755
170,15625,9375,10,0.08513,0.1857,768.5,-796.6,-768.3,796.8,-0.08294,-0.1817
170,15625,9375,31.62,0.2949,0.0807,432.3,-440.4,-431.9,440.4,-0.3761,-0.072
170,15625,9375,100,-2.912,6.585,241.9,-236.9,-245.6,245,3.281,-6.605
170,15625,9375,316.2,14.06,3.165,152.5,-128.5,-138.3,139.7,-14.04,-4.073
170,15625,9375,1000,4.46,-7.834,98.7,-81.04,-79.02,82.45,-5.873,7.211
171,15625,15625,0.1,0.1537,0.06655,12080,-7567,-12070,7548,-0.1384,-0.07079
171,15625,15625,0.3162,0.121,0.01754,4765,-5602,-4763,5597,-0.1163,-0.01827
171,15625,15625,1,0.146,0.1069,2441,-2724,-2438,2722,-0.1387,-0.1037
171,15625,15625,3.162,0.211,0.2215,1372,-1462,-1370,1461,-0.2031,-0.2147
171,15625,15625,10,0.3188,0.4975,771.3,-798.3,-770,798.3,-0.3068,-0.4814
171,15625,15625,31.62,-0.2222,0.4986,433.2,-440.1,-433.2,440.5,0.1333,-0.2129
171,15625,15625,100,1.83,11.58,249.6,-230.2,-246.6,247.9,-1.287,-11.98
171,15625,15625,316.2,18.89,0.152,163.7,-131.2,-136.6,139.6,-19.13,-1.158
171,15625,15625,1000,4.951,-10.4,102.6,-87.07,-79.13,81.93,-6.532,9.834
172,15625,21875,0.1,0.6245,0.184,12210,-7819,-12160,7726,-0.5106,-0.2138
172,15625,21875,0.3162,0.4373,0.05407,4795,-5658,-4783,5638,-0.3926,-0.05681
172,15625,21875,1,0.5568,0.3466,2476,-2756,-2462,2745,-0.4894,-0.3247
172,15625,21875,3.162,0.7844,0.6886,1391,-1479,-1383,1474,-0.7085,-0.6399
172,15625,21875,10,1.165,1.415,783.6,-806.6,-777.4,805.5,-1.096,-1.306
172,15625,21875,31.62,-0.1025,4.321,441.4,-438.3,-439.3,444.3,0.8963,-3.537
172,15625,21875,100,12.94,14.63,270.8,-227.9,-246.2,253.5,-12.5,-15.79
172,15625,21875,316.2,24.13,-5.773,179.9,-140.4,-135.8,139,-24.76,4.755
172,15625,21875,1000,4.641,-13.66,107.2,-96.46,-80.31,81.74,-6.339,13.28
173,15625,28125,0.1,2.418,0.1276,12640,-8816,-12510,8474,-1.722,-0.4421
173,15625,28125,0.3162,1.58,0.3132,4930,-5874,-4875,5802,-1.192,-0.2467
173,15625,28125,1,2.164,1.159,2613,-2886,-2563,2842,-1.618,-0.9945
173,15625,28125,3.162,2.974,2.269,1470,-1550,-1438,1529,-2.311,-1.922
173,15625,28125,10,4.167,4.601,832.4,-841.1,-808.9,836.3,-3.22,-3.681
173,15625,28125,31.62,9.24,13.28,485.2,-446.6,-458.9,466.4,-5.715,-14.13
173,15625,28125,100,30.68,10.3,315.4,-245.2,-248,263.5,-31.24,-12.33
173,15625,28125,316.2,28.08,-15.99,203.5,-163.7,-140.4,140.2,-29.17,15.28
173,15625,28125,1000,1.912,-17.4,112.8,-111.9,-85.59,83.84,-3.443,17.44
174,15625,34375,0.1,5.234,-0.1494,13530,-11800,-13420,11180,-4.519,-0.1086
174,15625,34375,0.3162,5.979,2.052,5532,-6551,-5335,6383,-3.624,-1.513
174,15625,34375,1,7.725,3.996,3065,-3323,-2945,3222,-5.158,-3.217
174,15625,34375,3.162,10.93,7.39,1735,-1785,-1652,1742,-7.43,-6.244
174,15625,34375,10,18.05,14.09,1004,-960.8,-931.7,958.7,-11.28,-14.34
174,15625,34375,31.62,37.03,14.39,618.4,-522.4,-516.2,542.9,-37.22,-22.02
174,15625,34375,100,47.64,-7.534,399.1,-313.7,-277.4,290.3,-52.22,7.084
174,15625,34375,316.2,23.21,-30.8,236.9,-215.5,-167.9,154.1,-25.6,32.23
174,15625,34375,1000,-8.592,-19.06,119.6,-136.9,-107.1,96.41,7.926,20.68
175,15625,40625,0.1,9.687,6.855,15350,-17110,-14950,17180,-10.15,-2.714
175,15625,40625,0.3162,9.228,5.446,7611,-8584,-7481,8399,-14.01,-7.131
175,15625,40625,1,14.91,10.61,4311,-4530,-4215,4489,-19.76,-13.28
175,15625,40625,3.162,25.58,16.16,2477,-2449,-2376,2456,-31.58,-23.96
175,15625,40625,10,43.95,10.91,1468,-1348,-1331,1373,-68.44,-28.73
175,15625,40625,31.62,50.53,-10.08,895.7,-776.5,-730.1,749.5,-82.82,15.14
175,15625,40625,100,30.46,-36.16,533.9,-483.6,-430.5,387.9,-49.17,49.04
175,15625,40625,316.2,-16.16,-40.38,278.3,-308.9,-284.1,217.3,9.028,53.53
175,15625,40625,1000,-42.61,-7.878,133.6,-173.7,-192.7,150,46.09,15.7
176,15625,46875,0.1,-29.62,-2.058,22650,-26220,-23080,25990,-20.17,-10.02
176,15625,46875,0.3162,-29.3,6.999,12590,-13640,-13020,13850,-28.37,-16.24
176,15625,46875,1,-21.39,8.234,7091,-7377,-7352,7561,-46.44,-20.48
176,15625,46875,3.162,-13.88,1.225,4032,-4048,-4159,4182,-75.3,-0.2375
176,15625,46875,10,-11.2,-18.38,2329,-2267,-2370,2292,-51.17,51.82
176,15625,46875,31.62,-41.24,-41.1,1321,-1323,-1416,1235,8.962,71.41
176,15625,46875,100,-81.75,-45.13,702.6,-777.6,-919.4,666.8,67.01,71.12
176,15625,46875,316.2,-124.4,-18.32,336.4,-433.3,-646.6,405.7,134.2,47.39
176,15625,46875,1000,-121.2,32.76,174.3,-225.5,-459.2,315.5,154.2,-23.24
177,21875,-46875,0.1,-0.2558,-0.1009,12110,-7621,-12090,7581,0.2771,0.1305
177,21875,-46875,0.3162,-0.1943,-0.02083,4770,-5614,-4766,5605,0.2243,0.02679
177,21875,-46875,1,-0.2348,-0.1522,2447,-2731,-2442,2726,0.2686,0.1751
177,21875,-46875,3.162,-0.34,-0.3019,1375,-1465,-1372,1463,0.3952,0.3382
177,21875,-46875,10,-0.5254,-0.6287,773.1,-800.2,-770.8,799.5,0.6199,0.6806
177,21875,-46875,31.62,-0.9128,-1.289,435.9,-441,-433.7,441.9,1.082,1.321
177,21875,-46875,100,0.168,-6.86,249,-240.7,-245.2,244.9,0.4236,6.645
177,21875,-46875,316.2,-16.28,-3.55,148.8,-134.4,-142,140.5,15.13,2.684
177,21875,-46875,1000,-7.205,8.219,95.01,-79.62,-77.47,85.42,6.727,-7.147
178,21875,-40625,0.1,-0.06511,-0.03426,12060,-7522,-12050,7520,0.06233,0.03456
178,21875,-40625,0.3162,-0.05509,-0.00886,4760,-5591,-4760,5591,0.05475,0.009297
178,21875,-40625,1,-0.06387,-0.04961,2435,-2718,-2435,2718,0.06337,0.05071
178,21875,-40625,3.162,-0.09528,-0.1049,1368,-1459,-1368,1459,0.09505,0.1075
178,21875,-40625,10,-0.1495,-0.2358,768.9,-797,-768.7,797.2,0.1517,0.2441
178,21875,-40625,31.62,-0.3238,-0.569,432.7,-440.2,-432.5,440.7,0.3388,0.5825
178,21875,-40625,100,2.284,-3.251,244.8,-242,-243.5,243.4,-1.872,3.332
178,21875,-40625,316.2,-10.77,-4.523,142.3,-132.9,-143.9,138.7,9.961,3.574
178,21875,-40625,1000,-5.555,5.44,92.88,-75.8,-79.12,85.75,4.892,-4.678
179,21875,-34375,0.1,-0.01989,-0.01252,12050,-7503,-12050,7504,0.01867,0.01204
179,21875,-34375,0.3162,-0.01796,-0.004032,4758,-5587,-4758,5587,0.01792,0.004036
179,21875,-34375,1,-0.02018,-0.01856,2432,-2716,-2433,2716,0.02019,0.01881
179,21875,-34375,3.162,-0.03092,-0.04185,1367,-1457,-1367,1457,0.03085,0.04226
179,21875,-34375,10,-0.04913,-0.1002,768.1,-796.5,-768.1,796.6,0.05007,0.102
179,21875,-34375,31.62,-0.121,-0.2979,432.1,-440.4,-432.1,440.5,0.127,0.2928
179,21875,-34375,100,2.042,-1.122,243.8,-243.5,-242.3,243.5,-1.775,1.307
179,21875,-34375,316.2,-6.52,-3.909,138,-133,-144.6,137.2,6.023,2.922
179,21875,-34375,1000,-3.957,3.277,91.39,-73.46,-80.18,85.79,3.144,-2.811
180,21875,-28125,0.1,-0.006417,-0.005233,12040,-7499,-12040,7500,0.005647,0.004543
180,21875,-28125,0.3162,-0.006283,-0.001943,4758,-5586,-4758,5586,0.006173,0.001922
180,21875,-28125,1,-0.006661,-0.00736,2432,-2715,-2432,2716,0.006735,0.00752
180,21875,-28125,3.162,-0.01072,-0.01767,1366,-1457,-1366,1457,0.01059,0.01776
180,21875,-28125,10,-0.01725,-0.04424,767.9,-796.4,-768,796.5,0.01801,0.04501
180,21875,-28125,31.62,-0.03801,-0.1463,432,-440.5,-432,440.5,0.04542,0.1403
180,21875,-28125,100,1.081,-0.2722,243.9,-244.3,-241.8,243.9,-0.9225,0.4748
180,21875,-28125,316.2,-3.15,-2.451,135.4,-133.5,-144.8,136.2,2.907,1.469
180,21875,-28125,1000,-2.435,1.47,90.54,-72.12,-80.81,85.68,1.495,-1.273
181,21875,-21875,0.1,-0.001861,-0.002525,12040,-7498,-12040,7498,0.001613,0.001449
181,21875,-21875,0.3162,-0.002051,-0.0009106,4758,-5586,-4758,5586,0.001885,0.0007881
181,21875,-21875,1,-0.001874,-0.002389,2432,-2715,-2432,2715,0.001978,0.002521
181,21875,-21875,3.162,-0.003434,-0.006136,1366,-1457,-1366,1457,0.003355,0.006146
181,21875,-21875,10,-0.005654,-0.0154,767.9,-796.4,-767.9,796.4,0.006343,0.01584
181,21875,-21875,31.62,-0.00977,-0.03855,431.9,-440.5,-432,440.5,0.0161,0.03499
181,21875,-21875,100,0.002421,-0.09448,243.9,-244.7,-241.6,244.2,0.09124,0.2787
181,21875,-21875,316.2,-0.2669,-0.6287,134.4,-133.5,-144.6,135.8,0.2138,-0.3307
181,21875,-21875,1000,-0.9855,-0.155,90.35,-71.6,-81.13,85.52,-0.07226,0.1155
182,21875,-15625,0.1,0.0004397,-0.001054,12040,-7497,-12040,7498,-0.00006472,-0.0004511
182,21875,-15625,0.3162,0.000247,-0.000131,4758,-5585,-4758,5586,-0.0003948,-0.000001674
182,21875,-15625,1,0.0006574,0.0008585,2432,-2715,-2432,2715,-0.0005363,-0.0007276
182,21875,-15625,3.162,0.0004897,0.001795,1366,-1457,-1366,1457,-0.0006036,-0.001799
182,21875,-15625,10,0.000567,0.005389,767.9,-796.4,-767.9,796.4,0.0001556,-0.005142
182,21875,-15625,31.62,0.01156,0.05574,431.9,-440.5,-432,440.5,-0.006825,-0.058
182,21875,-15625,100,-1.135,-0.005716,243.7,-244.9,-241.7,244.1,1.204,0.1661
182,21875,-15625,316.2,2.499,1.192,134.7,-132.9,-144.4,135.9,-2.427,-2.14
182,21875,-15625,1000,0.3931,-1.729,90.82,-71.81,-81.23,85.34,-1.571,1.486
183,21875,-9375,0.1,0.003211,0.0007141,12040,-7498,-12040,7499,-0.002225,-0.002499
183,21875,-9375,0.3162,0.002943,0.0007347,4758,-5586,-4758,5586,-0.003113,-0.0008863
183,21875,-9375,1,0.003646,0.004519,2432,-2715,-2432,2715,-0.003488,-0.004373
183,21875,-9375,3.162,0.00505,0.01068,1366,-1457,-1366,1457,-0.005136,-0.01064
183,21875,-9375,10,0.007614,0.0286,767.9,-796.4,-767.9,796.4,-0.006783,-0.02839
183,21875,-9375,31.62,0.07419,0.1509,432,-440.5,-432,440.5,-0.0694,-0.1549
183,21875,-9375,100,-2.373,0.5575,243.1,-244.6,-242,243.6,2.459,-0.4136
183,21875,-9375,316.2,5.479,2.682,136.5,-131.7,-144.1,136.4,-5.349,-3.648
183,21875,-9375,1000,1.692,-3.362,91.96,-72.77,-81.17,85.16,-3.003,2.953
184,21875,-3125,0.1,0.00997,0.004681,12040,-7500,-12040,7501,-0.008398,-0.006577
184,21875,-3125,0.3162,0.008988,0.002171,4758,-5586,-4758,5586,-0.009113,-0.002364
184,21875,-3125,1,0.01057,0.0113,2432,-2716,-2432,2716,-0.01036,-0.01112
184,21875,-3125,3.162,0.01535,0.02624,1366,-1457,-1367,1457,-0.01534,-0.02612
184,21875,-3125,10,0.02321,0.0672,768,-796.5,-768,796.5,-0.02215,-0.06677
184,21875,-3125,31.62,0.2197,0.21,432,-440.5,-432,440.5,-0.2195,-0.2215
184,21875,-3125,100,-3.482,2.226,242.2,-243.5,-242.8,243.1,3.637,-2.106
184,21875,-3125,316.2,8.946,3.488,140,-130.3,-143.6,137.3,-8.834,-4.509
184,21875,-3125,1000,2.889,-5.167,93.78,-74.6,-81,84.97,-4.352,4.634
185,21875,3125,0.1,0.03123,0.01582,12050,-7508,-12050,7508,-0.02876,-0.01778
185,21875,3125,0.3162,0.02687,0.005278,4759,-5588,-4759,5588,-0.02687,-0.005448
185,21875,3125,1,0.03158,0.02828,2433,-2717,-2433,2717,-0.03111,-0.02795
185,21875,3125,3.162,0.04617,0.06269,1367,-1458,-1367,1458,-0.04589,-0.06214
185,21875,3125,10,0.0692,0.1516,768.3,-796.6,-768.3,796.7,-0.06754,-0.15
185,21875,3125,31.62,0.3757,0.1363,432.3,-440.5,-432.1,440.5,-0.4087,-0.1479
185,21875,3125,100,-3.541,5.574,242,-240.4,-244.3,242.9,3.827,-5.536
185,21875,3125,316.2,13.1,3.176,145.7,-129.4,-142.9,138.2,-13.09,-4.286
185,21875,3125,1000,3.938,-7.272,96.3,-77.51,-80.81,84.76,-5.578,6.669
186,21875,9375,0.1,0.1041,0.04863,12060,-7539,-12060,7535,-0.09761,-0.05129
